year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Algeria,algeria,independent trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The General Autonomous Confederation of Workers in Algeria, an independent trade union confederation, requested official recognition under new regulations but had not received a response by year’s end."
2024,Algeria,algeria,International Trade Union Confederation,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,The International Trade Union Confederation reported that judicial abuse of trade union leaders had intensified.
2024,Algeria,algeria,international trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The International Trade Union Confederation reported that judicial abuse of trade union leaders had intensified.
2024,Algeria,algeria,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,The International Trade Union Confederation reported that judicial abuse of trade union leaders had intensified.
2024,Algeria,algeria,experts,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Responsibility for identifying unsafe situations remained with OSH experts under the Ministry of Labor and not the worker.
2024,Algeria,algeria,International Monetary Fund,IFI,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,The International Monetary Fund reported approximately 30 percent of workers in country were employed in the informal sector.
2024,Algeria,algeria,Involuntary Disappearances,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,"In July, the UN Human Rights Council’s Working Group on Enforced or Involuntary Disappearances reported on 24 outstanding disappearance cases in the country."
2024,Algeria,algeria,human rights organizations,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to human rights organizations and activists, at least 250 persons were arbitrarily detained for expressing their opinion during the year."
2024,Algeria,algeria,activists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to human rights organizations and activists, at least 250 persons were arbitrarily detained for expressing their opinion during the year."
2024,Algeria,algeria,human rights defenders,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"In September, UN special rapporteurs reported serious concerns related to allegations of arbitrary detention of human rights defenders, journalists, human rights lawyers, and trade unionists in Algeria."
2024,Algeria,algeria,journalists,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"In September, UN special rapporteurs reported serious concerns related to allegations of arbitrary detention of human rights defenders, journalists, human rights lawyers, and trade unionists in Algeria."
2024,Algeria,algeria,human rights organizations,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,The UN officials and human rights organizations noted the government’s expansive definition of terrorism allowed it to use antiterrorist laws to arrest government critics.
2024,Algeria,algeria,activist,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"On March 13, Karim Tabbou, leader of the unauthorized political party Democratic and Social Union and activist, was sentenced to a six-month suspended prison sentence and fined for insulting a public servant."
2024,Algeria,algeria,human rights organizations,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Human rights organizations reported police occasionally used excessive force against suspects, including protesters and whistleblowers exercising their right to free speech, that could amount to torture and degrading treatment."
2024,Algeria,algeria,independent journalist,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On August 1, independent journalist and human rights defender Merzoug Touati was arrested without explanation or a warrant."
2024,Algeria,algeria,human rights defender,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"On August 1, independent journalist and human rights defender Merzoug Touati was arrested without explanation or a warrant."
2024,Algeria,algeria,Ministry of Justice,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,The Ministry of Justice stated there were three prosecutions and suspensions of police officers for abuse during the year.
2024,Algeria,algeria,international ngos,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,Local and international NGOs asserted that impunity in security forces was a problem.
2024,Algeria,algeria,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"According to the United Nations High Commissioner for Refugees (UNHCR), the government was showing progress in recognizing UNHCR- determined refugee status for individuals."
2024,Algeria,algeria,United Nations,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"According to the United Nations High Commissioner for Refugees (UNHCR), the government was showing progress in recognizing UNHCR- determined refugee status for individuals."
2024,Algeria,algeria,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,UNHCR reported most of its registered refugees came from Syria and sub-Saharan African countries.
2024,Algeria,algeria,International Organization for Migration,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The International Organization for Migration (IOM) led an assisted voluntary return and reintegration program to help refugees return to their homes willingly with economic and social support, including personalized professional training and other socioeconomic assistance."
