year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Albania,albania,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,The ombudsman and NGO Caritas were also allowed to monitor the detention of migrants.
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,UNHCR recorded cases of border police returning through nonviolent pushbacks migrants and refugees to Greece who had indicated an intention to seek asylum.
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,UNHCR and partners noted the prescreening process was inadequate and raised concerns regarding access to asylum as well as the identification of potential victims of trafficking.
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"UNHCR advocated for access to asylum, including identification and referral of persons with specific needs."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"In the first eight months of the year, 3,124 refugees and migrants were apprehended by border guards at the country’s borders as part of mixed movements, of which 5.3 percent were referred to an asylum procedure per UNHCR."
2023,Albania,albania,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Abuse of Refugees and Asylum Seekers: NGOs reported concerns regarding unaccompanied foreign and separated children, who faced increased risk of violence, abuse, neglect, and exploitation due to the lack of a strong protection system."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The Interior Ministry and UNHCR reported they had not observed, or received complaints of, physical abuse or violence directed at asylum seekers or refugees."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"UNHCR reported access to social care and services was a problem, despite legal obligations to ensure nondiscriminatory treatment for asylum seekers and refugees."
2023,Albania,albania,observers,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"This was mostly due to conflicting laws and bylaws, according to observers."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"UNHCR noted there was limited knowledge regarding entitlements of refugees to public relief and social protection, which led to denial of services."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,Durable Solutions: UNHCR observed no asylum seekers were granted refugee status in the country.
2023,Albania,albania,Ministry of Interior,named (unclassified),pattern,medium,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The Ministry of Interior reported receiving 227 asylum requests, none of which were refused and 13 remained under review."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"With the origin country’s support, UNHCR assisted the voluntary repatriation of a refugee family of three."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: UNHCR reported the Directorate for Policies on Asylum, Foreigners, and Citizenship in the Ministry of Interior issued six temporary protection decisions through August."
2023,Albania,albania,Interior Ministry,named (unclassified),pattern,medium,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,The Interior Ministry reported it did not have data on stateless persons or persons at risk of statelessness in the country.
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"According to UNHCR, by the end of June there were an estimated 2,126 persons at risk of statelessness in the country."
2023,Albania,albania,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"In June a bylaw was adopted for the statelessness determination procedure, fulfilling one of the country’s pledges made to UNHCR."
2023,Albania,albania,Declaration and Audit of Assets and Conflict of Interest,named (unclassified),pattern,medium,Section 4. Corruption in Government,,rules,"The High Inspectorate for the Declaration and Audit of Assets and Conflict of Interest reported that through August it had referred six new cases for prosecution, involving one member of parliament, one prosecutor, three directors in government agencies, and one administrator in a government company."
2023,Albania,albania,international human rights groups,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,International and Nongovernmental Monitoring and Investigation of Alleged Abuses of Human Rights Domestic and international human rights groups generally operated without government restriction to monitor or investigate human rights conditions or cases and publish their findings.
2023,Albania,albania,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"NGOs reported high levels of gender-based violence, including domestic violence."
2023,Albania,albania,Ministry of Health and Social Protection,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,The Ministry of Health and Social Protection reported survivors in 60 cases of domestic violence had received services at the National Reception Center for Domestic Violence as of August.
2023,Albania,albania,ngos,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"NGOs filed complaints alleging slow response and limited investigation because of her citizenship, gender, and ethnicity."
2023,Albania,albania,Roma and Balkan-Egyptians,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,Approximately 300 Roma and Balkan-Egyptians found jobs by using employment and vocational training services offered by the government.
2023,Albania,albania,NGOs Nisma Arsis and World Vision,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,NGOs Nisma Arsis and World Vision reported Romani and Balkan-Egyptian children were often ostracized in school by classmates and some teachers and were targets of harassment on social media.
